iter	Passed	Remaining
502	600	593
503	601	591
504	602	590
505	603	588
506	604	587
507	605	586
508	606	584
509	607	583
510	608	582
511	609	580
512	610	579
513	611	578
514	613	577
515	614	576
516	615	575
517	616	573
518	617	572
519	618	570
520	619	569
521	620	568
522	622	567
523	623	566
524	623	564
525	624	563
526	626	562
527	627	560
528	628	559
529	629	558
530	630	556
531	631	555
532	632	553
533	633	552
534	634	551
535	635	550
536	636	548
537	637	547
538	638	546
539	639	544
540	640	543
541	642	542
542	642	541
543	643	539
544	644	538
545	646	537
546	647	536
547	648	534
548	649	533
549	650	532
550	651	530
551	652	529
552	653	528
553	654	526
554	655	525
555	656	524
556	657	522
557	658	521
558	658	519
559	660	518
560	661	517
561	662	516
562	663	514
563	664	513
564	665	512
565	666	510
566	667	509
567	668	508
568	669	507
569	671	506
570	671	504
571	673	503
572	674	502
573	675	501
574	676	500
575	677	499
576	678	497
577	680	496
578	681	495
579	682	494
580	683	492
581	684	491
582	685	490
583	686	488
584	687	487
585	688	486
586	690	485
587	690	484
588	692	483
589	693	481
590	694	480
591	695	479
592	696	478
593	697	476
594	698	475
595	700	474
596	701	473
597	702	472
598	703	470
599	704	469
600	705	468
601	707	467
602	707	466
603	708	464
604	710	463
605	711	462
606	712	461
607	713	460
608	714	458
609	715	457
610	717	456
611	719	455
612	720	454
613	721	453
614	722	452
615	723	451
616	725	450
617	726	448
618	727	447
619	728	446
620	729	445
621	731	444
622	732	443
623	733	442
624	734	440
625	735	439
626	737	438
627	739	437
628	740	436
629	741	435
630	742	433
631	743	432
632	744	431
633	746	430
634	747	429
635	747	427
636	749	426
637	750	425
638	751	424
639	753	423
640	754	422
641	755	421
642	757	420
643	758	419
644	760	418
645	761	417
646	762	416
647	763	414
648	765	413
649	766	412
650	767	411
651	769	410
652	770	409
653	771	408
654	772	406
655	773	405
656	774	404
657	775	403
658	777	402
659	778	400
660	778	399
661	780	398
662	781	397
663	782	395
664	783	394
665	784	393
666	786	392
667	787	391
668	789	390
669	790	389
670	791	387
671	792	386
672	794	385
673	795	384
674	796	383
675	798	382
676	799	381
677	800	380
678	802	379
679	804	378
680	806	377
681	807	376
682	809	375
683	810	374
684	812	373
685	813	372
686	815	371
687	816	370
688	817	368
689	818	367
690	819	366
691	820	365
692	821	363
693	822	362
694	823	361
695	824	359
696	825	358
697	825	357
698	826	356
699	827	354
700	828	353
701	829	352
702	830	350
703	831	349
704	832	348
705	833	347
706	834	345
707	835	344
708	836	343
709	837	342
710	838	341
711	839	339
712	840	338
713	841	337
714	842	335
715	843	334
716	844	333
717	845	332
718	846	330
719	847	329
720	848	328
721	849	326
722	850	325
723	850	324
724	851	323
725	852	321
726	853	320
727	855	319
728	856	318
729	857	317
730	859	316
731	860	314
732	861	313
733	862	312
734	863	311
735	864	309
736	864	308
737	865	307
738	866	306
739	867	304
740	868	303
741	869	302
742	870	301
743	871	300
744	872	298
745	873	297
746	874	296
747	875	295
748	876	293
749	877	292
750	878	291
751	879	289
752	880	288
753	881	287
754	882	286
755	883	285
756	884	283
757	885	282
758	886	281
759	887	280
760	887	278
761	888	277
762	889	276
763	890	275
764	891	273
765	892	272
766	893	271
767	894	270
768	895	269
769	896	267
770	897	266
771	898	265
772	899	264
773	900	262
774	901	261
775	902	260
776	903	259
777	903	257
778	904	256
779	905	255
780	906	254
781	907	252
782	908	251
783	909	250
784	910	249
785	911	248
786	912	246
787	912	245
788	913	244
789	914	243
790	915	241
791	916	240
792	917	239
793	918	238
794	918	236
795	920	235
796	920	234
797	921	233
798	922	232
799	923	230
800	924	229
801	925	228
802	926	227
803	927	226
804	928	224
805	929	223
806	929	222
807	930	221
808	931	219
809	932	218
810	933	217
811	934	216
812	934	215
813	935	213
814	936	212
815	937	211
816	937	210
817	938	208
818	938	207
819	939	206
820	940	205
821	941	203
822	941	202
823	942	201
824	942	200
825	943	198
826	944	197
827	944	196
828	945	195
829	946	193
830	946	192
831	947	191
832	948	190
833	948	188
834	949	187
835	950	186
836	951	185
837	951	184
838	952	182
839	953	181
840	953	180
841	954	179
842	955	177
843	956	176
844	956	175
845	957	174
846	958	173
847	959	171
848	960	170
849	961	169
850	962	168
851	963	167
852	963	166
853	964	164
854	965	163
855	966	162
856	967	161
857	968	160
858	970	159
859	971	158
860	972	157
861	974	155
862	975	154
863	976	153
864	977	152
865	978	151
866	979	150
867	980	149
868	981	147
869	982	146
870	983	145
871	984	144
872	985	143
873	986	142
874	987	141
875	988	139
876	989	138
877	991	137
878	993	136
879	994	135
880	995	134
881	996	133
882	997	132
883	998	131
884	999	129
885	1001	128
886	1002	127
887	1003	126
888	1004	125
889	1005	124
890	1006	123
891	1008	122
892	1009	120
893	1010	119
894	1011	118
895	1012	117
896	1013	116
897	1015	115
898	1016	114
899	1017	113
900	1018	111
901	1020	110
902	1022	109
903	1022	108
904	1024	107
905	1025	106
906	1026	105
907	1027	104
908	1029	103
909	1030	101
910	1031	100
911	1032	99
912	1033	98
913	1035	97
914	1036	96
915	1037	95
916	1039	94
917	1040	92
918	1041	91
919	1042	90
920	1044	89
921	1045	88
922	1045	87
923	1047	86
924	1048	84
925	1049	83
926	1050	82
927	1052	81
928	1053	80
929	1054	79
930	1055	78
931	1056	77
932	1058	75
933	1059	74
934	1060	73
935	1061	72
936	1062	71
937	1064	70
938	1065	69
939	1066	68
940	1067	66
941	1068	65
942	1070	64
943	1071	63
944	1072	62
945	1073	61
946	1074	60
947	1075	59
948	1077	57
949	1078	56
950	1080	55
951	1080	54
952	1081	53
953	1083	52
954	1084	51
955	1086	49
956	1087	48
957	1088	47
958	1089	46
959	1090	45
960	1092	44
961	1093	43
962	1094	42
963	1095	40
964	1097	39
965	1098	38
966	1099	37
967	1101	36
968	1102	35
969	1103	34
970	1104	32
971	1106	31
972	1107	30
973	1108	29
974	1109	28
975	1110	27
976	1112	26
977	1113	25
978	1114	23
979	1115	22
980	1117	21
981	1118	20
982	1119	19
983	1121	18
984	1122	17
985	1123	15
986	1124	14
987	1126	13
988	1127	12
989	1129	11
990	1129	10
991	1131	9
992	1132	7
993	1134	6
994	1135	5
995	1136	4
996	1137	3
997	1138	2
998	1140	1
999	1141	0
